date,유동자산,현금및현금성자산,단기금융상품,매출채권 및 기타유동채권,재고자산,기타유동자산,매각예정비유동자산,당기법인세자산,비유동자산,장기금융상품,기타비유동금융자산,장기매출채권 및 기타비유동채권,종속기업 및 공동기업 투자,유형자산,무형자산,이연법인세자산,자산총계,유동부채,매입채무 및 기타유동채무,단기차입금,유동성장기차입금,유동성전환사채,기타유동부채,유동충당부채,당기법인세부채,비유동부채,장기매입채무 및 기타비유동채무,장기차입금,순확정급여부채,부채총계,지배기업의 소유주에게 귀속되는 자본,자본금,자본잉여금,기타자본구성요소,기타포괄손익누계액,이익잉여금(결손금),비지배지분,자본총계,자본과부채총계,company
20191231,22953172998.0,7191274279.0,54000000.0,7059807606.0,5191372860.0,1667037899.0,1718804016.0,70876338.0,94077826243.0,,78993367042.0,1292612798.0,7130092593.0,5691270814.0,970482996.0,,117030999241.0,43164570315.0,4705782705.0,4277058988.0,7404103.0,29141128347.0,4878875125.0,154321047.0,,1902505523.0,1887505523.0,15000000.0,,45067075838.0,65506874373.0,14613679500.0,59199864150.0,-31045713.0,108737187.0,-8384360751.0,6457049030.0,71963923403.0,117030999241.0,코디엠
20181231,41411536151.0,18938811581.0,10000000.0,7275216158.0,2123335351.0,1452155258.0,11499854905.0,112162898.0,52499285576.0,,28750014900.0,573005324.0,14228350925.0,7854407713.0,1093506714.0,,93910821727.0,37443176826.0,3185360984.0,,11111104.0,28785033799.0,5129598701.0,331152042.0,920196.0,57027895.0,29250103.0,27777792.0,,37500204721.0,56292850323.0,14156349700.0,56749764501.0,-31045713.0,1252739730.0,-15834957895.0,117766683.0,56410617006.0,93910821727.0,코디엠
20171231,27965405638.0,13712136473.0,100000000.0,9175868056.0,4541735597.0,418544173.0,,17121339.0,32985937225.0,,10506976253.0,2039860928.0,13785894333.0,4173215752.0,881992593.0,1597997366.0,60951342863.0,5532832699.0,2034788922.0,1000000000.0,11111104.0,500000000.0,1010454954.0,976477719.0,,136235814.0,29250103.0,38888896.0,68096815.0,5669068513.0,55267207418.0,12279862200.0,45587747835.0,-31045713.0,1355545041.0,-3924901945.0,15066932.0,55282274350.0,60951342863.0,코디엠
