date,유동자산,현금및현금성자산,기타유동금융자산,매출채권 및 기타채권,기타유동자산,재고자산,당기법인세자산,비유동자산,기타비유동금융자산,기타포괄손익_공정가치측정금융자산,유형자산,사용권자산,무형자산,영업권,자산총계,유동부채,매입채무 및 기타채무,단기차입금,유동성장기차입금,기타유동부채,유동성전환사채,유동성리스부채,충당부채,당기법인세부채,비유동부채,매입채무 및 기타채무,장기차입금,전환사채,비유동리스부채,부채총계,지배기업의 소유주에게 귀속되는 자본,자본금,주식발행초과금,기타자본,기타포괄손익누계액,이익잉여금(결손금),비지배지분,자본총계,자본과부채총계,company
20191231,9973818160.0,1731774482.0,1427000000.0,3272641973.0,2632255448.0,853062921.0,57083336.0,37196103582.0,2461064245.0,2377836000.0,30340923358.0,505897705.0,1510382274.0,0.0,47169921742.0,17008567285.0,1404933131.0,2025591180.0,556000000.0,49502778.0,12151318154.0,234754096.0,567348860.0,19119086.0,6827890835.0,428330141.0,6120000000.0,0.0,279560694.0,23836458120.0,22003779590.0,11706770300.0,40069187603.0,1054520836.0,-422700056.0,-30403999093.0,1329684032.0,23333463622.0,47169921742.0,대한그린파워
20181231,10019589429.0,1764432297.0,701131440.0,336946660.0,5780578839.0,1416957536.0,19542657.0,28125887448.0,787434860.0,232140920.0,24596621784.0,0.0,1638634808.0,871055076.0,38145476877.0,11924661951.0,1532226975.0,3150300000.0,976000000.0,98129071.0,5525489918.0,0.0,567348860.0,75167127.0,10461729912.0,428330141.0,9521000000.0,512399771.0,0.0,22386391863.0,14300459061.0,9227230600.0,24915162117.0,967878924.0,-403401336.0,-20406411244.0,1458625953.0,15759085014.0,38145476877.0,대한그린파워
20171231,19468512226.0,5122363542.0,1682943940.0,6360140948.0,2674641712.0,3628422084.0,0.0,10278338414.0,1721411269.0,0.0,6785698134.0,0.0,1771229011.0,0.0,29746850640.0,13975444057.0,1212830082.0,2015830300.0,,27558046.0,10719225629.0,,,,1752018535.0,428330141.0,,1323688394.0,,15727462592.0,14019388048.0,8188330600.0,12060941013.0,1649099204.0,-17353518.0,-7861629251.0,,14019388048.0,29746850640.0,대한그린파워
