date,유동자산,현금및현금성자산,단기금융상품,매출채권 및 기타유동채권,단기미청구공사,유동계약자산,유동 당기손익-공정가치 측정 지정 금융자산,재고자산,기타유동자산,당기법인세자산,비유동자산,지분법적용 투자지분,기타비유동금융자산,비유동 당기손익-공정가치 측정 지정 금융자산,비유동 기타포괄손익-공정가치 측정 금융자산,유형자산,영업권 이외의 무형자산,사용권자산,장기매출채권,이연법인세자산,자산총계,유동부채,매입채무 및 기타유동채무,단기차입금,단기초과청구공사,유동계약부채,당기법인세부채,기타유동부채,유동 당기손익-공정가치 측정 지정 금융부채,유동판매보증충당부채,비유동부채,퇴직급여부채,비유동리스부채,장기매입채무 및 기타비유동채무,부채총계,지배기업의 소유주에게 귀속되는 자본,자본금,자본잉여금,기타자본구성요소,이익잉여금(결손금),비지배지분,자본총계,자본과부채총계,company
20191231,145115133968.0,18571408630.0,15013945766.0,30332967477.0,,2278865735.0,204673000.0,77394302894.0,1315247106.0,3723360.0,53491171627.0,61152036.0,268027705.0,100924208.0,5075400000.0,29738888437.0,576884420.0,1174182710.0,10764523451.0,5731188660.0,198606305595.0,62547341292.0,31147709258.0,,,27360065003.0,2318323604.0,1370026251.0,,351217176.0,5686332455.0,4240047315.0,1176224234.0,270060906.0,68233673747.0,130372631848.0,7998252500.0,47133546698.0,-13175557004.0,88416389654.0,,130372631848.0,198606305595.0,아바코
20181231,172596576337.0,10444974770.0,4662200000.0,44470091231.0,,4867165905.0,38700000.0,106745754007.0,1367690424.0,,40197143255.0,98645141.0,278809635.0,100924208.0,3524400000.0,30387692286.0,614377279.0,,,5192294706.0,212793719592.0,90484819727.0,42297157359.0,5000000000.0,,33044431757.0,6144474756.0,3243011791.0,125750000.0,629994064.0,3094438337.0,3000535974.0,,93902363.0,93579258064.0,119214461528.0,7998252500.0,46220780633.0,-8891530448.0,73886958843.0,,119214461528.0,212793719592.0,아바코
20171231,145144092919.0,41777350474.0,7426000000.0,66115932885.0,26791499085.0,,,2276944421.0,756366054.0,,41171931675.0,844693155.0,5758562704.0,,,30080466375.0,570907779.0,,,3917301662.0,186316024594.0,74403459559.0,59277266365.0,1703220000.0,9164081068.0,,452523554.0,3116215396.0,,690153176.0,7767476368.0,5838726368.0,,1928750000.0,82170935927.0,104940270546.0,7998252500.0,46136518946.0,-3223062844.0,54028561944.0,-795181879.0,104145088667.0,186316024594.0,아바코
