date,수익(매출액),매출원가,매출총이익,판매비와관리비,영업이익(손실),기타이익,기타손실,금융수익,금융원가,지분법이익(손실),법인세비용차감전순이익(손실),법인세비용,계속영업이익(손실),중단영업이익(손실),당기순이익(손실),기타포괄손익,당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),해외사업장환산외환차이(세후기타포괄손익),부의지분법자본변동,기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),기타포괄손익관련법인세,당기손익으로 재분류되지 않는항목(세후기타포괄손익),확정급여제도의 재측정손익(세후기타포괄손익),기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),기타포괄손익관련법인세,지배기업의 소유주에게 귀속되는 당기순이익(손실),계속영업이익(손실),중단영업이익(손실),비지배지분에 귀속되는 당기순이익(손실),계속영업이익(손실),중단영업이익(손실),총포괄손익,"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",계속영업이익(손실),중단영업이익(손실),"총 포괄손익, 비지배지분",계속영업이익(손실),중단영업이익(손실),기본주당이익(손실),계속영업기본주당이익(손실),중단영업기본주당이익(손실),희석주당이익(손실),계속영업희석주당이익(손실),중단영업희석주당이익(손실),company
20191231,226084847107.0,176712317277.0,49372529830.0,26036017849.0,23336511981.0,2002919922.0,1055453127.0,951298298.0,277795183.0,-37493105.0,24919988786.0,5332115886.0,19587872900.0,,19587872900.0,-885711403.0,85127886.0,85127886.0,,,,-970839289.0,-2714281420.0,1551000000.0,192442131.0,19587872900.0,19587872900.0,,,,,18702161497.0,18702161497.0,18702161497.0,,,,,1364.0,1364.0,,1363.0,1363.0,,아바코
20181231,243484967232.0,206220367234.0,37264599998.0,14397284965.0,22867315033.0,4533658801.0,636034701.0,6978093611.0,2542771437.0,172833788.0,31373095095.0,5981479592.0,25391615503.0,131155993.0,25522771496.0,-1696865215.0,142384121.0,45078482.0,97305639.0,,,-1839249336.0,-710021249.0,-1623600000.0,494371913.0,25472603586.0,25391615503.0,80988083.0,50167910.0,,50167910.0,23825906281.0,23775738371.0,23694750288.0,80988083.0,50167910.0,,50167910.0,1719.0,1714.0,5.0,1719.0,1713.0,6.0,아바코
20171231,185679029888.0,162754572314.0,22924457574.0,20228143167.0,2696314407.0,1585189325.0,4802781128.0,1033268848.0,33041247.0,12288068.0,491238273.0,-45250136.0,536488409.0,-2353065174.0,-1816576765.0,-263730506.0,-171071932.0,-97832130.0,85370078.0,-203346000.0,44736120.0,-92658574.0,-118793044.0,,26134470.0,-847667576.0,536488409.0,-1384155985.0,-968909189.0,,-968909189.0,-2080307271.0,-1111398082.0,272757903.0,-1384155985.0,-968909189.0,,-968909189.0,-59.0,37.0,-96.0,-59.0,37.0,-96.0,아바코
