,0
창원경상대학교병원,2
전주성심여,2
맵,2
직원채용,2
기체크로마토그래피,2
학년,2
순천지원,2
제작,2
의료장비,2
초음파진단기,2
정기도서구입,2
유지보수,2
여객안내,2
일산복음의료재단,2
창원병원,2
경기문화재단경기도박물관,2
목포시,2
성석의료재단,2
급식,2
사업비,2
소방시설공사,2
재산,2
환경산업진흥원,2
통합유지보수,2
상주적십자병원,2
상임이사,2
여수사업소,2
임대,2
성심인애원,2
청주시,2
광주지방조달청,2
정비사업,2
당초,2
친환경,2
광주지법,2
발전전력사업본부,2
주식회사태화전기,2
조건부,2
성심학교,2
소액,2
운행,2
통학버스,2
규모,2
재개발,2
여수엑스포역,2
진남상,2
방화문,2
사실상,2
연구용역,2
홈페이지,2
성심창호이앤지,2
시약사용,2
미래재단,2
정상화,2
부산광역시,2
범시민대책위원회,2
시설,2
낙찰,2
역,2
지원사업,2
치매환자,2
때,2
소문,2
빚,2
건설사,2
청소년,2
포함,2
변역,2
경영진,2
코,2
성심환경,2
안심초,2
노점상,2
노조,2
금천,2
도원지,2
상당구,2
구,2
청주파견학급,2
소호건설,2
혈액가스분석기,2
의료법인구의료재단구병원,2
의료기관,2
인천광역시의료원,2
경북테크노파크,2
신임교원실험실습기자재,2
납품,2
전남해바라기센터,2
프란치스꼬회,2
서구재단,2
축,2
성심원,2
부천시립노인전문병원,2
천연기념물,2
수사,2
산청분소,2
명예이사장,2
대전문화재단,2
생산,2
병상,2
가재울,2
회장,2
수탁자,2
식자재,2
뉴시스,2
한경대학교,2
지난달,2
공동실험실습관,2
마무리,1
만능재료시험기,1
부대변,1
대항병원,1
극심한,1
당연,1
한겨레,1
신안군보건소,1
율촌면,1
현재,1
일산동구,1
이석태,1
증축공사,1
화성시,1
요구,1
녹색병원,1
명예회장,1
마케팅,1
기능보강사업,1
고용형태,1
이김현숙,1
변경,1
동탄성심병원,1
부속,1
만원,1
며,1
외과수술,1
문화나무병원,1
한형철,1
보성군,1
하반기,1
월광미래전략연구소장,1
장지윤,1
경남테크노파크,1
화정면,1
긴급처리,1
관리공사,1
서광병원,1
순천향대학교,1
기본재산,1
노인전문,1
시장조사,1
서초구,1
영성의료재단,1
괴곡동,1
위탁사인,1
재,1
입사지원서류,1
자료,1
서울성심병원,1
박종,1
수원시,1
이강철,1
목포기독병원,1
삼일동,1
구입,1
환경개선,1
영상의학,1
시장,1
종전,1
성심산업,1
참여,1
그,1
전략지원,1
민주당,1
대전시의원,1
국외,1
의명의료재단대전병원,1
공지,1
인터뷰,1
가족,1
기타시설보수,1
산림,1
보건복지부,1
동구청장,1
의료법인인화재단,1
역할,1
계약일자,1
의료법인인봉의료재단뉴고려병원,1
등급,1
이선종,1
한국의료기기안전정보원,1
경영난,1
구성,1
포기,1
좋은사람들,1
검단출장소,1
부속기관,1
충북,1
여천전남병원,1
트래픽,1
개동,1
예정,1
진실,1
시민들,1
고흥윤호,1
노아의집,1
악화,1
휴업연장,1
순천,1
노사,1
휴업한다,1
청년위원,1
휴업신고서,1
일반성인용,1
법원,1
포천병원,1
가능,1
주차관제용,1
처우,1
감옥,1
애망원유지재단,1
경남창원시의창구사화,1
서갑,1
자가격리,1
영향,1
치과검진,1
인쇄물,1
측,1
나무병원,1
임직원,1
체결,1
전남도,1
지역민,1
목소리,1
심사,1
전득배,1
윤준하,1
방식,1
시작,1
도로조명,1
건립,1
시설개선공사,1
느티나무,1
대행사업,1
의료재단,1
일부,1
송파구,1
납부,1
산후조리원,1
불가,1
료법,1
촉구,1
기계,1
한국만화영상진흥원,1
부산,1
파문,1
서구시설관리공단,1
세종교육원,1
경매법정,1
아름다운재단,1
확진자,1
건설회사인,1
영광기독병원,1
금천구보건소,1
한국언론진흥재단,1
영등포구,1
양구성심병원,1
특혜,1
한국특허전략개발원,1
운영조례,1
광주새우리병원,1
첫,1
낙찰받은,1
위탁병원,1
월포럼,1
변경용역,1
일원,1
관련법상,1
민선,1
만,1
운영권,1
임직원들,1
공정율,1
충남나무병원,1
전라남도순천의료원,1
남여수시둔덕,1
우리,1
강남성심병원약제,1
동안,1
성업,1
산소포화도측정기,1
명칭,1
비난,1
단체보험,1
채용회사명,1
캐노피,1
대구보훈병원간,1
방제공사,1
실시설계용역,1
연차무관,1
농어업협력재단,1
권역,1
부창방재,1
하나이비인후과병원,1
세종충남대병원,1
재단법인강원테크노파크,1
양성작은도서관,1
지역사회보장협의체,1
교섭,1
해민의료재,1
폐기물,1
원인,1
서울비젼의료재단,1
목동,1
경기양주시은현면은현,1
영등포,1
시행,1
안양천,1
큰아들,1
재단강동성심병원,1
토성면,1
이관,1
병원구조개혁,1
보성군보건소,1
은덕문화원,1
노거수,1
박순용씨,1
인흥,1
여수시의회,1
앞,1
인화재단한국병원,1
우정건설산업,1
김충석,1
의료법인서구의료재단,1
조,1
결정,1
규칙,1
한현택,1
의료시설,1
자리,1
단체교섭,1
세종청사,1
마스타텍,1
효율관리,1
기증,1
부안성모병원,1
심종합검진센터,1
전산망,1
동작,1
국동항시산항,1
돈,1
부담,1
당협위원장,1
윤정숙,1
무산,1
리,1
장진수,1
자리한,1
병동,1
고효주,1
대구보훈병원,1
지구단위계획,1
이차침전지,1
이수호,1
의과대학,1
미건의료,1
포천공공하수처리시설,1
전남병원,1
덕수,1
성심산후조리원,1
고졸이상,1
안동문화관광단지,1
고창병원,1
서구부구청장,1
조치,1
함평군,1
의료,1
여수지방해양수산청,1
나무병원태경,1
성심아카데미,1
고흥종합병원,1
구인합니다,1
참여해,1
남면지구,1
광양사랑병원,1
거,1
민주노총,1
학교시설,1
급식재료,1
강동성심병원,1
진료지원,1
환원,1
협의체,1
임재훈,1
해양수산부,1
병원장,1
사태,1
연구,1
보건의료원,1
미국,1
재단법인춘천시문화재단,1
의료비품,1
완료,1
유영희,1
서구의료법,1
추정,1
여수한국병원,1
시범평가,1
채용공고명,1
지급,1
추경예산안,1
대표이사,1
관련한,1
동래구,1
상견례,1
경찰병원,1
비상피난미끄럼틀,1
서울특별시서울특별시강서구보건소미즈메,1
시설개보수,1
가로등,1
공고문,1
진료부장,1
중,1
여수성심종합병원,1
신안군,1
송년회,1
함평성심병원,1
곳,1
제도화,1
압박,1
매수가로,1
개월,1
대전,1
명,1
주차스토퍼,1
대표,1
종합병원,1
내부,1
서울특별시서울특별시강동구보건소성심의료재단강동성심병원,1
서구의료재단여수성심병원,1
도서종합개발사업,1
군데,1
렉스코드,1
압류,1
한국병원,1
신안대우병원,1
의료법인인성의료재단,1
투입,1
박상욱,1
대송의료재단,1
시민단체,1
아산성심학교,1
정규직,1
여부,1
관계자,1
박충회,1
연장,1
용산구,1
평화를만드는여성회,1
공립병원,1
수탁기관,1
경제수,1
보수공사,1
목포한국병원,1
말썽,1
비리,1
목포시의료원,1
노송,1
정경환,1
경력,1
성,1
한국국학진흥원,1
성심간호학원,1
견적제출,1
대원전력,1
통신공사,1
월급,1
마감일자,1
휴업공고,1
운영효율,1
지원,1
데,1
하수도,1
해수욕장,1
목포중앙병원,1
화순군,1
임의경매개시결정,1
서구민,1
한차례,1
이사장직,1
영지피엠씨,1
뿐인데요,1
부구청장,1
개원,1
방사선사선생님,1
접수,1
자전거,1
기존건축물,1
무안군보건소,1
의료재단이춘택병원,1
강원나무병원,1
백운교,1
진석이엔씨,1
으,1
통신설비공사,1
유지관리공사,1
주인,1
성가롤로병원,1
사회,1
신입,1
잔금납부,1
한국도자재단,1
춘기,1
보유,1
백,1
잔금,1
제작거점센터,1
흑자,1
재단법인한국보건의료정보원,1
무안병원,1
전무,1
제공,1
낙찰받,1
교,1
증축,1
잠정,1
불법,1
광명성애병원,1
의료취약계층,1
여혜숙,1
휴원,1
지목,1
이사,1
부식,1
현관,1
순천시,1
양천구,1
치아건강,1
하이스피드오실로스코프,1
화순전남대학교병원,1
서구의료법인,1
완공,1
영등포구보건소,1
인터넷,1
단가계약,1
파래건조대,1
제주권역재활병원,1
나누리병원,1
전반,1
서울특별시서울의료원,1
전라남도,1
손,1
구매,1
장진희,1
재산가치,1
청라블루노바홀,1
일체,1
석천재단,1
이달,1
원장,1
공급,1
성심종합병원내,1
여수백병,1
에너지,1
기,1
최고,1
달팽이,1
경매절차,1
무책임,1
식품의약,1
영광군,1
최근,1
업무,1
법무법,1
보성아산병원,1
그간,1
급,1
한국재정경제연구원,1
연말,1
순천의료원,1
성심의료재단,1
김포시,1
지원자격,1
한국여성장애인연합,1
토목,1
협상에의한계약,1
반면,1
진료실,1
산불피해,1
강동성심병,1
병해충,1
청림나무종합병원,1
