Statement of financial position(Unit: KWR),20021231,20011231,20001231,19991231
label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
2.우선주자본금,4517715000.0,4517715000.0,4517715000.0,4517715000.0
II.연결자본잉여금,638621951.0,73498050251.0,78333599433.0,70656562215.0
(1)자본준비금,,,,
1.주식발행초과금,10095081884.0,34577784590.0,39278621020.0,34812299790.0
2.감자차익,,1720000000.0,1720000000.0,1720000000.0
3.합병차익,,3562898071.0,3562898071.0,3562898071.0
4.기타자본잉여금,-9456459933.0,145736043.0,280448795.0,256997275.0
(2)재평가적립금,,33491631547.0,33491631547.0,30304367079.0
III.연결이익잉여금(연결결손금),-24983552440.0,-6566071660.0,-7421879302.0,2507277648.0
1.이익준비금,2663504900.0,4281464033.0,4151464033.0,4021464033.0
2.기업합리화적립금,,1368302181.0,1368302181.0,1168302181.0
3.재무구조개선적립금,,520000000.0,520000000.0,520000000.0
4.시설적립금,,4400000000.0,2700000000.0,
5.연구및인력개발준비금,5556776270.0,10426666667.0,,
6.해외투자손실준비금,2771100800.0,483333334.0,966666667.0,1450000000.0
7.해외시장개척준비금,,243333334.0,486666667.0,730000000.0
8.차기이월이익잉여금,-35974934410.0,-28289171209.0,-26238312184.0,
"(연결당기순이익(손실)당기:(-)98,103,755,019전기:2,222,577,864",,,,
IV.자본조정,-39053507.0,7287235667.0,6613356113.0,10458486206.0
1.전환권대가,,,844666345.0,2956332207.0
2.자기주식(주석16),-6353551227.0,-5194876099.0,-5241376099.0,-5241376099.0
3.투자유가증권평가이익,5689629648.0,12033741534.0,10568829827.0,5903007674.0
4.해외사업환산대(차),624868072.0,448370232.0,441236040.0,6840522424.0
V.외부주주지분,21093439899.0,28199590640.0,32639970150.0,1554044777.0
자본총계,39359620903.0,145068969898.0,152815211394.0,127826535846.0
"부채,외부주주지분및자본총계",272614895342.0,463636085124.0,474900262560.0,
