Statement of financial position(Unit: KWR),20081231,20071231,20061231,20051231
label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
2.장기차입금(주석10),1530000000.0,,40001061.0,43697120.0
3.퇴직급여충당부채(주석13),226892601.0,763887054.0,1577516309.0,2551127963.0
퇴직보험예치금,-50139918.0,,,
4.임대보증금,7500000.0,7500000.0,7500000.0,7500000.0
부채총계,40031151986.0,23633296514.0,26604168920.0,33669939532.0
자본,,,,
Ⅰ.지배회사지분,7085060700.0,734534921.0,13939145810.0,
(1)자본금(주석18),7494079000.0,23529429000.0,13462029000.0,6722494000.0
1.보통주자본금,7494079000.0,23529429000.0,13462029000.0,6722494000.0
(2)연결자본잉여금,,8493849697.0,9538349106.0,18448084174.0
(3)연결자본조정,-3000351849.0,-795583254.0,-806417837.0,-2061242989.0
1.주식할인발행차금,-897390350.0,,,
2.자기주식(주석18),-2934347400.0,-5511836.0,-3798911.0,-3798911.0
3.연결기타자본조정,816331004.0,,,
4.주식선택권(주석19),15054897.0,21991582.0,9444074.0,13050652.0
(4)연결기타포괄손익누계액,1514245994.0,-1587684537.0,-1818488671.0,
1.지분법자본변동(주석7과21),691859075.0,,,
2.해외사업환산손실(주석21),-159972279.0,-1125586736.0,-1125675884.0,-724521634.0
3.유형자산평가이익(주석8과21),982359198.0,,,
(5)연결이익잉여금,1077087555.0,,,
1.법정적립금,,,,
2.임의적립금,,,,
3.미처분연결이익잉여금,1077087555.0,,,
Ⅱ.소수주주지분,66502208.0,98536518.0,90239756.0,107697268.0
자본총계,7151562908.0,833071439.0,14029385566.0,7527322206.0
부채와자본총계,47182714894.0,,,41197261738.0
