date,당기순이익(손실),기타포괄손익,당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),현금흐름위험회피파생상품평가손실,기타포괄손익-공정가치측정금융자산평가이익,매도가능금융자산평가손익(세후기타포괄손익),해외사업장환산외환차이(세후기타포괄손익),당기손익으로 재분류되지 않는항목(세후기타포괄손익),확정급여제도의 재측정손익(세후기타포괄손익),총포괄손익,"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분","총 포괄손익, 비지배지분",유동자산,현금및현금성자산,금융기관예치금,매출채권 및 기타유동채권,선급금,선급비용,파생금융상품,재고자산,당기법인세자산,기타유동금융자산,기타유동자산,매각예정비유동자산,비유동자산,금융기관예치금,매도가능금융자산,유형자산,영업권 이외의 무형자산,투자부동산,보증금,이연법인세자산,기타비유동금융자산,파생금융상품,종속회사투자,기타비유동자산,자산총계,유동부채,매입채무 및 기타유동채무,단기차입금,유동성장기차입금,선수금,단기선수수익,매입채무,미지급금,미지급비용,당기법인세부채,예수금,유동회생채무,파생금융상품,기타유동부채,비유동부채,장기매입채무 및 기타비유동채무,장기차입금,전환사채,장기미지급금,장기임대보증금,퇴직급여부채,비유동충당부채,이연법인세부채,부채총계,지배기업의 소유주에게 귀속되는 자본,자본금,자본잉여금,이익잉여금(결손금),기타자본구성요소,기타포괄손익누계액,비지배지분,자본총계,자본과부채총계,영업활동현금흐름,영업으로부터 창출된 현금흐름,이자수취(영업),이자지급(영업),배당금수취(영업),법인세납부(환급),투자활동현금흐름,금융기관예치금의 감소,종속기업과 기타 사업의 지배력 상실에 따른 현금흐름,유형자산의 처분,무형자산의 처분,투자부동산의 처분,기타금융자산의 감소,기타비유동금융자산의 처분,단기대여금의 감소,파생금융상품의 감소,보증금의 감소,연결실체 변동으로 인한 순자산 처분,금융기관예치금의 증가,파생금융상품의 증가,단기대여금의 증가,장기대여금및수취채권의 취득,매도가능금융자산의 취득,유형자산의 취득,무형자산의 취득,보증금의 증가,기타금융자산의 증가,재무활동현금흐름,단기차입금의 증가,장기차입금의 증가,임대보증금의 증가,유상증자,수입보증금의 증가,전환사채의 증가,감자차익(주식소각),자기주식의 처분(주식소각),매도가능증권평가이익,단기차입금의 상환,유동성장기차입금의 상환,장기차입금의 상환,임대보증금의 감소,전환사채의 감소,수입보증금의 감소,자본금의 감소(주식소각),환율변동효과,현금및현금성자산의순증가(감소),기초현금및현금성자산,기말현금및현금성자산
20191231,-30263215546.0,712890222.0,,,,712890222.0,,,,-29550325324.0,-29551689216.0,1363892.0,11674020634.0,7795627742.0,,1679606755.0,64573905.0,10828195.0,,2041410600.0,27010610.0,,54962827.0,15550000000.0,24249323723.0,,49526100.0,,,24143293956.0,43177667.0,,13326000.0,,,,51473344357.0,42299647649.0,42299347649.0,2799500000.0,,,,451125340.0,714474390.0,,,1267257101.0,37066990818.0,,300000.0,6432951889.0,122596260.0,,,122596260.0,,,3740231845.0,2570123784.0,48732599538.0,2740744819.0,1642216000.0,203853799685.0,-201434311088.0,,-1320959778.0,,2740744819.0,51473344357.0,-43785140841.0,-43822333329.0,171170547.0,133978059.0,,,21944251010.0,233783866.0,,4357925802.0,433682234.0,10264190902.0,350000000.0,6054825432.0,15232246.0,,528910017.0,-8638108.0,,,7485550.0,,,55259298.0,82000000.0,140916533.0,,20207367137.0,,,,1642216000.0,,,111229957798.0,1234806702.0,712890222.0,12530098494.0,32853937091.0,,1584062000.0,15610605000.0,40000000.0,-31993801000.0,,-1633522694.0,9429150436.0,7795627742.0
20181231,-92952517062.0,-32154664.0,,-119926701.0,5945170.0,,9126846.0,,72700021.0,-92984671726.0,-93027356860.0,42685134.0,25225371793.0,9429150436.0,192509215.0,11554061187.0,242046948.0,149364852.0,,3259101620.0,12818830.0,350000000.0,36318705.0,,79489112756.0,41274651.0,6064269232.0,,,59153235544.0,1094914312.0,12731928640.0,401319484.0,,2170893.0,,104714484549.0,132859795542.0,132819495542.0,15339598494.0,32850582321.0,3544628163.0,,52206828652.0,23167100051.0,5510396067.0,,200361794.0,,,40300000.0,21676796364.0,15250375929.0,,13536038813.0,130275116.0,1584062000.0,,3773961999.0,2652458436.0,154536591906.0,-49820745465.0,31993801000.0,92623841887.0,-171169731650.0,-1234806702.0,-2033850000.0,-1361892.0,-49822107357.0,104714484549.0,4057530624.0,3649361591.0,2135301078.0,2051638652.0,727861.0,-323778746.0,2767030175.0,2935986631.0,,382200000.0,505000000.0,,,,383457491.0,,768162000.0,126935394.0,496157677.0,,620476016.0,,,454977807.0,,749227314.0,13872527.0,-14713018635.0,34899000000.0,98117000.0,,,,,,,,35557518506.0,14146062913.0,6554216.0,,,,,24758552.0,-7863699284.0,17292849720.0,9429150436.0
