"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20191231,20181231,20171231
concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
dart_OtherCurrentLiabilities,기타유동부채,Other current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,기타유동부채,3393255251.0,6266706781.0,7585918541.0
ifrs-full_CurrentPortionOfLongtermBorrowings,차입금(유동),Current portion of long-term borrowings,재무상태표 [abstract],부채 [abstract],유동부채,차입금(유동),241322626148.0,44311785054.0,37570625989.0
dart_CurentPortionOfFinanceLeaseLiabilities,리스부채(유동),Curent portion of finance lease liabilities,재무상태표 [abstract],부채 [abstract],유동부채,리스부채(유동),963597568.0,0.0,0.0
ifrs-full_CurrentProvisions,충당부채(유동),Current provisions,재무상태표 [abstract],부채 [abstract],유동부채,충당부채(유동),121725162.0,189309363.0,607123195.0
dart_CurrentFinancialGuaranteeLiabilities,금융보증부채(유동),Current financial guarantee liabilities,재무상태표 [abstract],부채 [abstract],유동부채,금융보증부채(유동),35860784249.0,0.0,0.0
ifrs-full_CurrentTaxLiabilities,당기법인세부채,Current tax liabilities,재무상태표 [abstract],부채 [abstract],유동부채,당기법인세부채,32993815345.0,28420738950.0,58785249732.0
ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,28512699514.0,252702792994.0,320120747394.0
dart_LongTermBorrowingsGross,차입금(비유동),"Long-term borrowings, gross",재무상태표 [abstract],부채 [abstract],비유동부채,차입금(비유동),4970845428.0,205576025703.0,211878570443.0
dart_NonCurrentFinanceLeaseLiabilities,리스부채(비유동),Non-current finance lease liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,리스부채(비유동),6876860140.0,0.0,0.0
dart_PostemploymentBenefitObligations,순확정급여부채,Post-employment benefit obligations,재무상태표 [abstract],부채 [abstract],비유동부채,순확정급여부채,11933286408.0,9747683839.0,8863245610.0
dart_OtherNonCurrentLiabilities,기타비유동부채,Other non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,기타비유동부채,0.0,0.0,5998083.0
ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,Other non-current financial liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,기타비유동금융부채,36497585.0,1897629542.0,1594293759.0
ifrs-full_NoncurrentProvisions,충당부채(비유동),Non-current provisions,재무상태표 [abstract],부채 [abstract],비유동부채,충당부채(비유동),0.0,0.0,27547586139.0
