"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20191231,20181231,20171231
concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
dart_ConvertibleBonds,전환사채,Convertible bonds,재무상태표 [abstract],부채 [abstract],비유동부채,전환사채,,5552876941.0,
ifrs-full_OtherNoncurrentFinancialLiabilities,파생금융상품부채,Other non-current financial liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,파생금융상품부채,,1911446509.0,
dart_LongTermTradeAndOtherNonCurrentPayables,비유동성기타채무,Long-term trade and other non-current payables,재무상태표 [abstract],부채 [abstract],비유동부채,비유동성기타채무,1081230339.0,1088829813.0,1190689200.0
dart_OtherNonCurrentLiabilities,기타비유동부채,Other non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,기타비유동부채,111825388.0,,
ifrs-full_NoncurrentProvisions,충당부채,Non-current provisions,재무상태표 [abstract],부채 [abstract],비유동부채,충당부채,529339553.0,1369799065.0,1941574755.0
ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,66743942537.0,54704428032.0,52400167023.0
ifrs-full_EquityAttributableToOwnersOfParent,지배기업소유주지분,Equity attributable to owners of parent,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,,19497097740.0,30541684761.0,45268384251.0
ifrs-full_IssuedCapital,자본금,Issued capital,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,자본금,5596184000.0,5596184000.0,5596184000.0
dart_CapitalSurplus,자본잉여금,Capital surplus,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,자본잉여금,14449998309.0,14449998309.0,14449998309.0
dart_OtherCapitalAdjustments,자본조정,Capital adjustments,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,자본조정,-3966714470.0,-3966714470.0,-997484410.0
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,Other Comprehensive income/loss accumulated amount,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,기타포괄손익누계액,-18217297.0,-18127688.0,-11124835.0
ifrs-full_RetainedEarnings,이익잉여금,Retained earnings,재무상태표 [abstract],자본 [abstract],지배기업소유주지분,이익잉여금,3435847198.0,14480344610.0,26230811187.0
ifrs-full_NoncontrollingInterests,비지배지분,Non-controlling interests,재무상태표 [abstract],자본 [abstract],비지배지분,,,,
ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,19497097740.0,30541684761.0,45268384251.0
ifrs-full_EquityAndLiabilities,부채및자본총계,Total equity and liabilities,재무상태표 [abstract],부채및자본총계,,,86241040277.0,85246112793.0,97668551274.0
