"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20191231,20181231,20171231
concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
dart_LongTermAccruedIncomeGross,장기미수수익,"Long-term accrued Income, gross",재무상태표 [abstract],자산 [abstract],비유동자산,장기미수수익,,3505343678.0,3128852708.0
dart_LongTermLoansGross,장기대여금,"Long-term loans, gross",재무상태표 [abstract],자산 [abstract],비유동자산,장기대여금,1900000000.0,500000000.0,500000000.0
ifrs-full_DeferredTaxAssets,이연법인세자산,Deferred tax assets,재무상태표 [abstract],자산 [abstract],비유동자산,이연법인세자산,1152644906.0,2264634128.0,4853265957.0
ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,752912818297.0,781595349043.0,827026978949.0
ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,170872142682.0,190866542124.0,223106224367.0
dart_ShortTermTradePayables,단기매입채무,Short-term trade Payables,재무상태표 [abstract],부채 [abstract],유동부채,단기매입채무,57420594232.0,64238489042.0,69725856178.0
dart_ShortTermDueToCustomersForContractWork,단기초과청구공사,Short-term due to customers for contract work,재무상태표 [abstract],부채 [abstract],유동부채,단기초과청구공사,14674350014.0,3289211626.0,6903214243.0
dart_ShortTermOtherPayables,단기미지급금,Short-term other Payables,재무상태표 [abstract],부채 [abstract],유동부채,단기미지급금,14791112607.0,8807478961.0,10704713231.0
dart_ShortTermAdvancesCustomers,단기선수금,Short-term advances customers,재무상태표 [abstract],부채 [abstract],유동부채,단기선수금,3435320624.0,1626845912.0,10650783868.0
dart_ShortTermWithholdings,단기예수금,Short-term withholdings,재무상태표 [abstract],부채 [abstract],유동부채,단기예수금,1075026860.0,1046120785.0,1358879636.0
dart_ShortTermGuaranteeDepositRent,단기임대보증금,Short-term guarantee deposit rent,재무상태표 [abstract],부채 [abstract],유동부채,단기임대보증금,746374800.0,616772280.0,697427480.0
dart_ShortTermAccruedExpenses,단기미지급비용,Short-term accrued Expenses,재무상태표 [abstract],부채 [abstract],유동부채,단기미지급비용,3244416920.0,3331724199.0,3692691201.0
ifrs-full_ShorttermBorrowings,단기차입금,Short-term borrowings,재무상태표 [abstract],부채 [abstract],유동부채,단기차입금,60414259470.0,83710367397.0,77169926748.0
ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,Current portion of long-term borrowings,재무상태표 [abstract],부채 [abstract],유동부채,유동성장기차입금,8133333326.0,16133333326.0,30344999997.0
dart_CurrentProvisionForConstructionLosses,유동공사손실충당부채,Current provision for construction losses,재무상태표 [abstract],부채 [abstract],유동부채,유동공사손실충당부채,94591353.0,163589461.0,92987965.0
ifrs-full_CurrentTaxLiabilities,당기법인세부채,Current tax liabilities,재무상태표 [abstract],부채 [abstract],유동부채,당기법인세부채,6234538592.0,7441137621.0,2679185281.0
dart_CurrentProvisionsForConstructionWarranties,유동하자보수충당부채,Current provisions for construction warranties,재무상태표 [abstract],부채 [abstract],유동부채,유동하자보수충당부채,365483443.0,,
dart_CurrentEmissionLiabilities,유동배출부채,Current emission liabilities,재무상태표 [abstract],부채 [abstract],유동부채,유동배출부채,,88975000.0,
ifrs-full_CurrentLeaseLiabilities,유동리스부채,Current lease liabilities,재무상태표 [abstract],부채 [abstract],유동부채,유동리스부채,213291952.0,,
dart_CurrentDerivativeLiabilities,유동파생상품부채,Current derivative liabilities,재무상태표 [abstract],부채 [abstract],유동부채,유동파생상품부채,29448489.0,372496514.0,33549650.0
ifrs-full_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,매각예정으로 분류된 처분자산집단에 포함된 부채,Liabilities included in disposal groups classified as held for sale,재무상태표 [abstract],부채 [abstract],유동부채,매각예정으로 분류된 처분자산집단에 포함된 부채,,,9052008889.0
