"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
dart_ProceedsFromSalesOfLongTermLoansAndReceivables,장기대여금및수취채권의 처분,Proceeds from sales of long-term loans and receivables,현금흐름표 [abstract],투자활동현금흐름,장기대여금및수취채권의 처분,,,190000000.0
dart_DecreaseInGuaranteeDeposits,임차보증금의 감소,Decrease in guarantee deposits,현금흐름표 [abstract],투자활동현금흐름,임차보증금의 감소,121419740.0,670000.0,54148922.0
dart_IncreaseInGuaranteeDeposits,임차보증금의 증가,Increase in guarantee deposits,현금흐름표 [abstract],투자활동현금흐름,임차보증금의 증가,,10000000.0,5962366.0
entity00155692_udf_CF_201881319521945_CashFlowsFromUsedInInvestingActivities,임대보증금의 증가,Increase in guarantee deposits as financial activities,현금흐름표 [abstract],투자활동현금흐름,임대보증금의 증가,,1929895424.0,368472000.0
entity00155692_udf_CF_20181112155954329_CashFlowsFromUsedInInvestingActivities,임대보증금의 감소,Decrease in guarantee deposits as financial activities,현금흐름표 [abstract],투자활동현금흐름,임대보증금의 감소,,-108404000.0,
entity00155692_udf_CF_20188131952011_CashFlowsFromUsedInInvestingActivities,파생상품거래로 인한 현금의 유출,Cash outflow from derivatives trading,현금흐름표 [abstract],투자활동현금흐름,파생상품거래로 인한 현금의 유출,,-46624661.0,
entity00155692_udf_CF_201889114425543_CashFlowsFromUsedInInvestingActivities,중단영업부문 투자현금흐름,Cash flows from (used in) investing activities from discontinued operations,현금흐름표 [abstract],투자활동현금흐름,중단영업부문 투자현금흐름,,,38644464422.0
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,-23860970626.0,-8997566611.0,-58705608935.0
dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 증가,167613145205.0,126623320940.0,
dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 상환,175682835683.0,128075880696.0,14885817365.0
