"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,,-54003629270.0,-27876573149.0,-25169460150.0
dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 증가,,249660362459.0,266422813215.0,264259716556.0
dart_ProceedsFromLongTermBorrowings,장기차입금의 증가,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 증가,,140000000.0,2035000000.0,18175000000.0
dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 상환,,272940407751.0,274224483331.0,255479224966.0
entity00172680_udf_CF_201832717461979_CashFlowsFromUsedInFinancingActivities,유동성장기차입금의 상환,Repayments of liquidity long term borrowings,현금흐름표 [abstract],재무활동현금흐름,유동성장기차입금의 상환,,21133333326.0,10344999997.0,15133333330.0
dart_RepaymentsOfLongTermBorrowings,장기차입금의 상환,Repayments of long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 상환,,350000000.0,1319869086.0,26000000000.0
dart_PaymentForStockIssueCost,신주발행비 지급,Payment for stock issue cost,현금흐름표 [abstract],재무활동현금흐름,신주발행비 지급,,,,3310000.0
ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금지급,Dividends paid,현금흐름표 [abstract],재무활동현금흐름,배당금지급,,8871271270.0,10445033950.0,10988308410.0
entity00172680_udf_CF_2020323141948576_CashFlowsFromUsedInFinancingActivities,리스부채의 감소,Decrease in lease liabilities,현금흐름표 [abstract],재무활동현금흐름,리스부채의 감소,,508979382.0,,
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,,-88038435.0,227646992.0,-1313616711.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,,6634848169.0,-25802224607.0,13977500644.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,,28947752709.0,54749977316.0,40772476672.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,,35582600878.0,28947752709.0,54749977316.0
entity00172680_udf_CF_20171112142634320_StatementOfCashFlowsAbstract,처분집단으로 분류된 현금및현금성자산,Cash and cash equivalents classified as disposal group,현금흐름표 [abstract],처분집단으로 분류된 현금및현금성자산,,,,-45876977.0,-3302674995.0
entity00172680_udf_CF_20171112142638981_StatementOfCashFlowsAbstract,기말 재무상태표상 현금및현금성자산,Cash and cash equivalents at end of year,현금흐름표 [abstract],기말 재무상태표상 현금및현금성자산,,,35582600878.0,28901875732.0,51447302321.0
