"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
dart_PurchaseOfVehicles,차량운반구의 취득,Purchase of vehicles,현금흐름표 [abstract],투자활동현금흐름,차량운반구의 취득,0.0,99738200.0,0.0
dart_PurchaseOfFixturesAndFittings,집기의 취득,Purchase of fixtures and fittings,현금흐름표 [abstract],투자활동현금흐름,집기의 취득,186622000.0,33460600.0,17198770.0
dart_PurchaseOfOfficeEquipment,사무용비품의 취득,Purchase of office equipment,현금흐름표 [abstract],투자활동현금흐름,사무용비품의 취득,80605262.0,8670272.0,8191619.0
dart_PurchaseOfConstructionInProgress,건설중인자산의 취득,Purchase of construction in progress,현금흐름표 [abstract],투자활동현금흐름,건설중인자산의 취득,2427858234.0,7046123183.0,19923788852.0
dart_PurchaseOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,"저작권, 특허권, 기타 산업재산권, 용역운영권의 취득","Purchase of copyrights, patents and other industrial property rights, service and operating rights",현금흐름표 [abstract],투자활동현금흐름,"저작권, 특허권, 기타 산업재산권, 용역운영권의 취득",0.0,2825500.0,0.0
dart_PurchaseOfComputerSoftware,컴퓨터소프트웨어의 취득,Purchase of computer software,현금흐름표 [abstract],투자활동현금흐름,컴퓨터소프트웨어의 취득,26994590.0,6377000.0,6025000.0
dart_IncreaseInGuaranteeDeposits,임차보증금의 증가,Increase in guarantee deposits,현금흐름표 [abstract],투자활동현금흐름,임차보증금의 증가,742600.0,34616640.0,120000.0
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,-852609858.0,2479397823.0,11653298039.0
dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 증가,4250000000.0,4648956758.0,6743063570.0
dart_ProceedsFromLongTermBorrowings,장기차입금의 증가,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 증가,822000000.0,3678000000.0,10000000000.0
dart_DispositionOfTreasuryShares,자기주식의 처분,Disposition of treasury shares,현금흐름표 [abstract],재무활동현금흐름,자기주식의 처분,0.0,1091619050.0,0.0
dart_RepaymentsOfShortTermBorrowings,단기차입금의 상환,Repayments of short term borrowings,현금흐름표 [abstract],재무활동현금흐름,단기차입금의 상환,4650000000.0,5777148935.0,2850000000.0
entity00442905_udf_CF_201931975948411_CashFlowsFromUsedInFinancingActivities,유동성장기부채의 감소,Repayments of  Current portion of long-term borrowings,현금흐름표 [abstract],재무활동현금흐름,유동성장기부채의 감소,1206500000.0,97964610.0,383791620.0
ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,유동성리스부채의 감소,Payments of finance lease liabilities,현금흐름표 [abstract],재무활동현금흐름,유동성리스부채의 감소,68109858.0,0.0,0.0
dart_PaymentForStockIssueCost,신주발행비 지급,Payment for stock issue cost,현금흐름표 [abstract],재무활동현금흐름,신주발행비 지급,0.0,0.0,8128790.0
dart_RepaymentsOfConvertibleBonds,전환사채의 감소,Repayments of convertible bonds,현금흐름표 [abstract],재무활동현금흐름,전환사채의 감소,0.0,0.0,1847845121.0
ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금지급,Dividends paid,현금흐름표 [abstract],재무활동현금흐름,배당금지급,0.0,0.0,0.0
dart_AcquisitionOfTreasuryShares,자기주식의 취득,Acquisition of treasury shares,현금흐름표 [abstract],재무활동현금흐름,자기주식의 취득,0.0,1064064440.0,0.0
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,137324009.0,287727972.0,-787934667.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,764802467.0,-1340983986.0,-3180899845.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,9891294257.0,11232278243.0,14413178088.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,10656096724.0,9891294257.0,11232278243.0
