"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,,34560606040.0,1614227564.0,2533297420.0
entity00186452_udf_CF_201881016553729_CashFlowsFromUsedInFinancingActivities,1. 재무활동으로인한현금유입액,1. Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,1. 재무활동으로인한현금유입액,37272168957.0,9627193200.0,5097505830.0
entity00186452_udf_CF_201932814443697_CashFlowsFromUsedInFinancingActivities,유상증자,capital increase with consideration,현금흐름표 [abstract],재무활동현금흐름,유상증자,14271188000.0,,4397573394.0
dart_ProceedsFromShortTermBorrowings,차입금의 증가,Proceeds from short term borrowings,현금흐름표 [abstract],재무활동현금흐름,차입금의 증가,297844000.0,4609033200.0,699932436.0
dart_ProceedsFromBonds,사채의 발행,Proceeds from bonds,현금흐름표 [abstract],재무활동현금흐름,사채의 발행,,1070000000.0,
dart_ProceedsFromConvertibleBonds,전환사채의 발행,Proceeds from convertible bonds,현금흐름표 [abstract],재무활동현금흐름,전환사채의 발행,22689836957.0,3940000000.0,
dart_IncreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 증가,Increase in guarantee deposits as financial activities,현금흐름표 [abstract],재무활동현금흐름,임대보증금의 증가,13300000.0,8160000.0,
entity00186452_udf_CF_201881016625297_CashFlowsFromUsedInFinancingActivities,2. 재무활동으로인한현금유출액,2. Cash flows from (used in) financing activities,현금흐름표 [abstract],재무활동현금흐름,2. 재무활동으로인한현금유출액,-2711562917.0,-8012965636.0,-2564208410.0
ifrs-full_RepaymentsOfBorrowingsClassifiedAsFinancingActivities,차입금의 상환,Repayments of borrowings,현금흐름표 [abstract],재무활동현금흐름,차입금의 상환,597844000.0,4954965636.0,714014700.0
entity00186452_udf_CF_2020318151130855_CashFlowsFromUsedInFinancingActivities,비지배주주와의 거래,transactions with non-controlling shareholders,현금흐름표 [abstract],재무활동현금흐름,비지배주주와의 거래,210000000.0,,
dart_RepaymentsOfBonds,사채의 상환,Repayments of bonds,현금흐름표 [abstract],재무활동현금흐름,사채의 상환,,1530000000.0,
dart_RepaymentsOfConvertibleBonds,전환사채의 상환,Repayments of convertible bonds,현금흐름표 [abstract],재무활동현금흐름,전환사채의 상환,861956960.0,1500000000.0,1803443710.0
entity00186452_udf_CF_201981316131385_CashFlowsFromUsedInFinancingActivities,리스부채의 감소,Reduction of lease liabilities,현금흐름표 [abstract],재무활동현금흐름,리스부채의 감소,1041086957.0,,46750000.0
dart_DecreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 감소,Decrease in guarantee deposits as financial activities,현금흐름표 [abstract],재무활동현금흐름,임대보증금의 감소,675000.0,28000000.0,
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,14477974.0,487517.0,-636504.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,14963381850.0,1250094817.0,-4405473371.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,2221411910.0,971317093.0,5376790464.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,17184793760.0,2221411910.0,971317093.0
