"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20171231,20161231,20151231,20141231,20131231,20121231,20111231,20101231,20100101
concept_id,label_ko,label_en,class0,class1,class2,class3,class4,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
dart_ShortTermIncomeReceivedInAdvance,단기선수수익,Short-term income received in advance,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,단기선수수익,1660943.0,1814418.0,1701018.0,1610245.0,1707922.0,2120750.0,2524772.0,,
dart_ShortTermTradePayables,매입채무,Short-term trade Payables,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,매입채무,42801302071.0,41879653535.0,39063506704.0,16158556482.0,34933751684.0,25165673706.0,38924878588.0,27312563038.0,26458112502.0
dart_ShortTermOtherPayables,미지급금,Short-term other Payables,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,미지급금,3231885824.0,4056820546.0,3944778095.0,8493898552.0,5719971465.0,2796665235.0,5775474027.0,7580425217.0,356015602.0
dart_ShortTermAccruedExpenses,미지급비용,Short-term accrued Expenses,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,미지급비용,195763559.0,244904943.0,295687874.0,552866822.0,784511852.0,1308144144.0,519753170.0,355259392.0,260241428.0
entity00599887_udf_BS_201832993957536_TradeAndOtherCurrentPayables,당기법인세부채,unknown,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,당기법인세부채,1708398.0,2642281.0,1734260.0,1612214.0,886291.0,340434787.0,43002409.0,246146253.0,369240804.0
dart_ShortTermWithholdings,예수금,Short-term withholdings,재무상태표 [abstract],부채 [abstract],유동부채,매입채무 및 기타유동채무,예수금,109135040.0,276973406.0,101650224.0,164942971.0,407547506.0,695970823.0,1341206668.0,1876706605.0,835256428.0
entity00599887_udf_BS_2017111393628943_CurrentLiabilities,파생금융상품,Derivatives transaction,재무상태표 [abstract],부채 [abstract],유동부채,파생금융상품,,,1039867131.0,29622421.0,222194916.0,,,59169408.0,7345310.0,228104519.0
dart_OtherCurrentLiabilities,기타유동부채,Other current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,기타유동부채,,59000000.0,58700000.0,50000000.0,50000000.0,50000000.0,50000000.0,,,
ifrs_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,,25276919190.0,37106416469.0,59760663811.0,15009512098.0,60075172059.0,69942515317.0,15386033735.0,19874200910.0,6331536000.0
dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타비유동채무,Long-term trade and other non-current payables,재무상태표 [abstract],부채 [abstract],비유동부채,장기매입채무 및 기타비유동채무,,12879444859.0,32017592216.0,51286681623.0,,,,,,
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",재무상태표 [abstract],부채 [abstract],비유동부채,장기매입채무 및 기타비유동채무,장기차입금,996645225.0,29864772398.0,48619842441.0,,53423594135.0,62942196196.0,15306033735.0,19811764019.0,6331536000.0
dart_ConvertibleBonds,전환사채,Convertible bonds,재무상태표 [abstract],부채 [abstract],비유동부채,장기매입채무 및 기타비유동채무,전환사채,9851643787.0,,,,,,,,
dart_LongTermOtherPayablesGross,장기미지급금,"Long-Term other Payables, gross",재무상태표 [abstract],부채 [abstract],비유동부채,장기매입채무 및 기타비유동채무,장기미지급금,143181847.0,82445818.0,640559182.0,632562990.0,2061500867.0,1325535491.0,,12436891.0,
dart_LongTermGuaranteeDepositRentGross,장기임대보증금,"Long-term guarantee deposit rent, gross",재무상태표 [abstract],부채 [abstract],비유동부채,장기매입채무 및 기타비유동채무,장기임대보증금,1887974000.0,2070374000.0,2026280000.0,2061700000.0,1504600000.0,1734600000.0,80000000.0,50000000.0,
dart_PostemploymentBenefitObligations,퇴직급여부채,Post-employment benefit obligations,재무상태표 [abstract],부채 [abstract],비유동부채,퇴직급여부채,,2373361154.0,2079176311.0,1349891877.0,1033308515.0,684718508.0,204889141.0,,,
ifrs_NoncurrentProvisions,비유동충당부채,Non-current provisions,재무상태표 [abstract],부채 [abstract],비유동부채,비유동충당부채,,10024113177.0,3009647942.0,7124090311.0,11281940593.0,2400758549.0,3735294489.0,769856374.0,390046084.0,195570291.0
ifrs_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,,161897672552.0,149266807471.0,162166450869.0,142391686709.0,178443905649.0,145837266564.0,138108199472.0,103658365842.0,65415155881.0
ifrs_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,Equity attributable to owners of parent,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,,,43795824791.0,83130586598.0,62794232335.0,30226503307.0,48095713559.0,39348180643.0,28543678122.0,28476497626.0,33699195243.0
ifrs_IssuedCapital,자본금,Issued capital,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본금,,31993801000.0,31993801000.0,25193801000.0,13322921500.0,7837012500.0,4837662500.0,4837662500.0,4837662500.0,4837662500.0
dart_CapitalSurplus,자본잉여금,Capital surplus,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본잉여금,,92664936263.0,87047938959.0,74647290650.0,54995455772.0,44478555255.0,23556539302.0,23556539302.0,23556539302.0,23556539302.0
ifrs_RetainedEarnings,이익잉여금(결손금),Retained earnings,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,이익잉여금(결손금),,-79444760190.0,-33587474261.0,-35458223262.0,-36314791938.0,-2438991513.0,12325279089.0,1368204171.0,1495860624.0,7295617691.0
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,Elements of other stockholder's equity,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,기타자본구성요소,,-1234806702.0,-1234806702.0,-1234806702.0,-1234806702.0,-1234806702.0,-1208823862.0,-1258371169.0,-1413564800.0,-1990624250.0
dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,Other Comprehensive income/loss accumulated amount,재무상태표 [abstract],자본 [abstract],지배기업의 소유주에게 귀속되는 자본,기타포괄손익누계액,,-183345580.0,-1088872398.0,-353829351.0,-542275325.0,-546055981.0,-162476386.0,39643318.0,,
ifrs_NoncontrollingInterests,비지배지분,Non-controlling interests,재무상태표 [abstract],자본 [abstract],비지배지분,,,68949445.0,110203777.0,181683909.0,173706258.0,98587806.0,140419224.0,322581425.0,278816653.0,
ifrs_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,,43864774236.0,83240790375.0,62975916244.0,30400209565.0,48194301365.0,39488599867.0,28866259547.0,28755314279.0,33699195243.0
ifrs_EquityAndLiabilities,자본과부채총계,Total equity and liabilities,재무상태표 [abstract],자본과부채총계,,,,205762446788.0,232507597846.0,225142367113.0,172791896274.0,226638207014.0,185325866431.0,166974459019.0,132413680121.0,99114351124.0
