date,매출,매출원가,매출총이익,판매비와관리비,영업이익,금융수익,금융비용,기타수익,기타비용,관계기업투자주식관련이익(손실),법인세비용차감전순이익,법인세비용,당기순이익,기타포괄손익,후속적으로 당기손익으로 재분류되지 않는 포괄손익:,확정급여제도의 재측정요소,후속적으로 당기손익으로 재분류되는 포괄손익,매도가능금융자산평가손익,해외사업환산손익,총포괄이익,지배기업소유주지분,비지배지분,지배기업소유주지분,비지배지분,기본주당이익,희석주당이익,company
20191231,95486218684.0,58870549824.0,36615668860.0,14507948772.0,22107720088.0,2079108063.0,2011950092.0,1037866438.0,1651474021.0,14365745.0,21575636221.0,4194193587.0,17381442634.0,47402451.0,-348803631.0,-348803631.0,396206082.0,0.0,396206082.0,17428845085.0,13126870480.0,4254572154.0,13088681273.0,4340163812.0,1799.0,1767.0,와이엠티
20181231,73030114461.0,44789774171.0,28240340290.0,13556501614.0,14683838676.0,1349812076.0,2346984292.0,596483116.0,2386751422.0,-34798882.0,11861599272.0,2076387513.0,9785211759.0,-460751656.0,-461196179.0,-461196179.0,444523.0,0.0,444523.0,9324460103.0,7327893572.0,2457318187.0,6964157743.0,2360302360.0,993.0,979.0,와이엠티
20171231,69192110334.0,41530614304.0,27661496030.0,11582363621.0,16079132409.0,316108696.0,4483363003.0,1415123263.0,1269161942.0,0.0,12057839423.0,3045889172.0,9011950251.0,-1148977626.0,-129019786.0,-129019786.0,-1019957840.0,15603.0,-1019973443.0,7862972625.0,6789520344.0,2222429907.0,5962355383.0,1900617242.0,971.0,971.0,와이엠티
