date,수익(매출액),상품매출액,제품매출액,기타매출액,매출원가,상품매출원가,제품매출원가,기타매출원가,매출총이익,판매비와관리비,영업이익(손실),기타수익,기타비용,금융수익,금융비용,법인세비용차감전순이익,법인세비용,당기순이익,기타포괄손익,당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),해외사업환산손익,후속적으로 당기손익으로 재분류되지 않는 포괄손익,순확정급여부채에 대한 재측정요소,당기총포괄손익,지배기업소유주지분,비지배지분,기본주당이익(손실),희석주당이익(손실),company
20191231,110327844685.0,88739592462.0,11099743761.0,10488508462.0,91198764281.0,78079660055.0,11883397025.0,1235707201.0,19129080404.0,16410392119.0,2718688285.0,501786745.0,1696625251.0,1610424513.0,899555391.0,2234718901.0,698758916.0,1535959985.0,-44615970.0,105343637.0,105343637.0,-149959607.0,-149959607.0,1491344015.0,1549269587.0,-57925572.0,44.0,44.0,서플러스글로벌
20181231,146061392225.0,129856701717.0,9180026132.0,7024664376.0,103362873154.0,92589562602.0,5791796127.0,4981514425.0,42698519071.0,15534340399.0,27164178672.0,393397229.0,740538172.0,415842090.0,923177938.0,26309701881.0,5878753210.0,20430948671.0,-360362945.0,21856790.0,21856790.0,-382219735.0,-382219735.0,20070585726.0,19934225440.0,136360286.0,553.0,553.0,서플러스글로벌
20171231,111730232651.0,105216975968.0,4468471900.0,2044784783.0,73699202873.0,69593436033.0,3188717440.0,917049400.0,38031029778.0,11303327773.0,26727702005.0,150368463.0,986026587.0,745478040.0,1217060821.0,25420461100.0,5553416191.0,19867044909.0,-17541862.0,21801116.0,21801116.0,-39342978.0,-39342978.0,19849503047.0,19782547584.0,66955463.0,539.0,539.0,서플러스글로벌
